,Month,Price,Change
0,Sep 2022,5.65,-
1,Oct 2022,5.46,-3.36%
2,Nov 2022,5.20,-4.76%
3,Dec 2022,4.87,-6.35%
4,Jan 2023,4.86,-0.21%
5,Feb 2023,5.08,4.53%
6,Mar 2023,5.59,10.04%
