,Month,Price,Change
0,Sep 2022,752.00,-
1,Oct 2022,725.00,-3.59%
2,Nov 2022,665.63,-8.19%
3,Dec 2022,625.00,-6.10%
4,Jan 2023,631.00,0.96%
5,Feb 2023,612.50,-2.93%
6,Mar 2023,606.00,-1.06%
