,Month,Price,Change
0,Sep 2022,"1,249.29",-
1,Oct 2022,"1,038.81",-16.85%
2,Nov 2022,"1,061.58",2.19%
3,Dec 2022,"1,067.05",0.52%
4,Jan 2023,"1,060.00",-0.66%
5,Feb 2023,"1,036.67",-2.20%
6,Mar 2023,"1,051.75",1.45%
