,Month,Price,Change
0,Sep 2022,2.30,-
1,Oct 2022,2.31,0.43%
2,Nov 2022,2.41,4.33%
3,Dec 2022,2.51,4.15%
4,Jan 2023,2.62,4.38%
5,Feb 2023,2.65,1.15%
6,Mar 2023,2.75,3.77%
