,Month,Price,Change
0,Sep 2022,"1,304.75",-
1,Oct 2022,"1,359.15",4.17%
2,Nov 2022,"1,347.28",-0.87%
3,Dec 2022,"1,233.80",-8.42%
4,Jan 2023,"1,218.34",-1.25%
5,Feb 2023,"1,158.60",-4.90%
6,Mar 2023,"1,075.05",-7.21%
