,Month,Price,Change
0,Sep 2022,430.81,-
1,Oct 2022,389.79,-9.52%
2,Nov 2022,342.16,-12.22%
3,Dec 2022,379.23,10.83%
4,Jan 2023,317.99,-16.15%
5,Feb 2023,207.48,-34.75%
6,Mar 2023,187.23,-9.76%
