,Month,Price,Change
0,Sep 2022,"1,641.67",-
1,Oct 2022,"1,619.05",-1.38%
2,Nov 2022,"1,639.29",1.25%
3,Dec 2022,"1,670.45",1.90%
4,Jan 2023,"1,681.25",0.65%
5,Feb 2023,"1,750.00",4.09%
6,Mar 2023,"1,750.00",0.00%
