,Month,Price,Change
0,Sep 2022,562.50,-
1,Oct 2022,562.50,0.00%
2,Nov 2022,562.50,0.00%
3,Dec 2022,513.75,-8.67%
4,Jan 2023,508.75,-0.97%
5,Feb 2023,496.88,-2.33%
6,Mar 2023,453.00,-8.83%
