,Month,Price,Change
0,Sep 2022,"7,746.01",-
1,Oct 2022,"7,651.08",-1.23%
2,Nov 2022,"8,049.86",5.21%
3,Dec 2022,"8,375.40",4.04%
4,Jan 2023,"9,037.95",7.91%
5,Feb 2023,"8,936.59",-1.12%
6,Mar 2023,"8,856.31",-0.90%
