,Month,Price,Change
0,Sep 2022,11.51,-
1,Oct 2022,11.46,-0.43%
2,Nov 2022,11.46,0.00%
3,Dec 2022,11.46,0.00%
4,Jan 2023,11.46,0.00%
5,Feb 2023,11.06,-3.49%
6,Mar 2023,11.00,-0.54%
