,Month,Price,Change
0,Sep 2022,"22,773.97",-
1,Oct 2022,"22,032.89",-3.25%
2,Nov 2022,"25,562.70",16.02%
3,Dec 2022,"28,946.81",13.24%
4,Jan 2023,"28,194.61",-2.60%
5,Feb 2023,"26,727.95",-5.20%
6,Mar 2023,"23,288.61",-12.87%
