,Month,Price,Change
0,Sep 2022,320.00,-
1,Oct 2022,317.50,-0.78%
2,Nov 2022,300.00,-5.51%
3,Dec 2022,300.00,0.00%
4,Jan 2023,300.00,0.00%
5,Feb 2023,322.50,7.50%
6,Mar 2023,345.00,6.98%
