,Month,Price,Change
0,Sep 2022,"1,623.20",-
1,Oct 2022,"1,621.79",-0.09%
2,Nov 2022,"1,677.21",3.42%
3,Dec 2022,"1,745.96",4.10%
4,Jan 2023,"1,779.84",1.94%
5,Feb 2023,"1,762.20",-0.99%
6,Mar 2023,"1,720.35",-2.37%
