,Month,Price,Change
0,Sep 2022,"1,548.32",-
1,Oct 2022,"1,575.90",1.78%
2,Nov 2022,"1,651.60",4.80%
3,Dec 2022,"1,409.24",-14.67%
4,Jan 2023,"1,351.77",-4.08%
5,Feb 2023,"1,243.01",-8.05%
6,Mar 2023,"1,113.19",-10.44%
