,Month,Price,Change
0,Sep 2022,90.63,-
1,Oct 2022,90.59,-0.04%
2,Nov 2022,86.28,-4.76%
3,Dec 2022,76.78,-11.01%
4,Jan 2023,80.03,4.23%
5,Feb 2023,81.21,1.47%
6,Mar 2023,77.52,-4.54%
