,Month,Price,Change
0,Sep 2022,"1,067.42",-
1,Oct 2022,"1,004.82",-5.86%
2,Nov 2022,"1,020.36",1.55%
3,Dec 2022,"1,061.12",3.99%
4,Jan 2023,"1,154.50",8.80%
