,Month,Price,Change
0,Sep 2022,"1,402.02",-
1,Oct 2022,"1,408.01",0.43%
2,Nov 2022,"1,377.58",-2.16%
3,Dec 2022,"1,259.95",-8.54%
4,Jan 2023,"1,223.58",-2.89%
5,Feb 2023,"1,188.57",-2.86%
6,Mar 2023,"1,053.74",-11.34%
