,Month,Price,Change
0,Sep 2022,5.90,-
1,Oct 2022,5.29,-10.34%
2,Nov 2022,4.72,-10.78%
3,Dec 2022,4.63,-1.91%
4,Jan 2023,4.56,-1.51%
5,Feb 2023,5.06,10.96%
6,Mar 2023,4.90,-3.16%
