,Month,Price,Change
0,Sep 2022,"4,316.42",-
1,Oct 2022,"4,777.18",10.67%
2,Nov 2022,"5,145.09",7.70%
3,Dec 2022,"5,792.37",12.58%
4,Jan 2023,"5,893.30",1.74%
