,Month,Price,Change
0,Sep 2022,83.87,-
1,Oct 2022,87.26,4.04%
2,Nov 2022,84.78,-2.84%
3,Dec 2022,76.52,-9.74%
4,Jan 2023,78.11,2.08%
5,Feb 2023,76.84,-1.63%
6,Mar 2023,73.37,-4.52%
